date,value1
42537,20038.42
42538,20169.98
42541,20510.2
42542,20668.44
42543,20795.12
42544,20868.34
42545,20259.13
42548,20227.3
42549,20172.46
42550,20436.12
42551,20794.37
42555,21059.2
42556,20750.72
42557,20495.29
42558,20706.92
42559,20564.17
42562,20880.5
42563,21224.74
42564,21322.37
42565,21561.06
42566,21659.25
42569,21803.18
42570,21673.2
42571,21882.48
42572,22000.49
42573,21964.27
42576,21993.44
42577,22129.73
42578,22218.99
42579,22174.34
42580,21891.37
42583,22129.14
42585,21739.12
42586,21832.23
42587,22146.09
42590,22494.76
42591,22465.61
42592,22492.43
42593,22580.55
42594,22766.91
42597,22932.51
42598,22910.84
42599,22799.78
42600,23023.16
42601,22937.22
42604,22997.91
42605,22998.93
42606,22820.78
42607,22814.95
42608,22909.54
42611,22821.34
42612,23016.11
42613,22976.88
42614,23162.34
42615,23266.7
42618,23649.55
42619,23787.68
42620,23741.81
42621,23919.34
42622,24099.7
42625,23290.6
42626,23215.76
42627,23190.64
42628,23335.59
42632,23550.45
42633,23530.86
42634,23669.9
42635,23759.8
42636,23686.48
42639,23317.92
42640,23571.9
42641,23619.65
42642,23739.47
42643,23297.15
42646,23584.43
42647,23689.44
42648,23788.31
42649,23952.5
42650,23851.82
42654,23549.52
42655,23407.05
42656,23031.3
42657,23233.31
42660,23037.54
42661,23394.39
42662,23304.97
42663,23374.4
42667,23604.08
42668,23565.11
42669,23325.43
42670,23132.35
42671,22954.81
42674,22934.54
42675,23147.07
42676,22810.5
42677,22683.51
42678,22642.62
42681,22801.4
42682,22909.47
42683,22415.19
42684,22839.11
42685,22531.09
42688,22222.22
42689,22323.91
42690,22280.53
42691,22262.88
42692,22344.21
42695,22357.78
42696,22678.07
42697,22676.69
42698,22608.49
42699,22723.45
42702,22830.57
42703,22737.07
42704,22789.77
42705,22878.23
42706,22564.82
42709,22505.55
42710,22675.15
42711,22800.92
42712,22861.84
42713,22760.98
42716,22433.02
42717,22446.7
42718,22456.62
42719,22059.4
42720,22020.75
42723,21832.68
42724,21729.06
42725,21809.8
42726,21636.2
42727,21574.76
42732,21754.74
42733,21790.91
42734,22000.56
42738,22150.4
42739,22134.47
42740,22456.69
42741,22503.01
42744,22558.69
42745,22744.85
42746,22935.35
42747,22829.02
42748,22937.38
42751,22718.15
42752,22840.97
42753,23098.26
42754,23049.96
42755,22885.91
42758,22898.52
42759,22949.86
42760,23049.12
42761,23374.17
42762,23360.78
42767,23318.39
42768,23184.52
42769,23129.21
42772,23348.24
42773,23331.57
42774,23485.13
42775,23525.14
42776,23574.98
